"sex","age","edu","marital","income","ls","trust","nofriend","smoke","alcabuse","wkabint","englang","height","weight"
"FEMALE",64,"PRIMARY/NO EDUCATION","MARRIED",730,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",157,77
"FEMALE",73,"PRIMARY/NO EDUCATION","WIDOWED",953,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,90
"MALE",41,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",12,"NO","NO","NO","NONE",176,130
"MALE",60,"POST-SECONDARY OR HIGHER","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","ACTIVE",170,72
"MALE",24,"VOCATIONAL/GRAMMAR","SINGLE",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",176,68
"FEMALE",71,"VOCATIONAL/GRAMMAR","WIDOWED",870,"MIXED","ONE CAN`T BE TOO CAREFUL",26,"NO","NO","NO","NONE",164,82
"MALE",60,"SECONDARY","MARRIED",3600,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","PASSIVE",175,78
"MALE",32,"POST-SECONDARY OR HIGHER","SINGLE",2500,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","PASSIVE",176,70
"MALE",65,"PRIMARY/NO EDUCATION","MARRIED",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",174,85
"MALE",56,"SECONDARY","MARRIED",600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",168,68
"MALE",53,"VOCATIONAL/GRAMMAR","SINGLE",560,"UNHAPPY","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",170,72
"FEMALE",57,"PRIMARY/NO EDUCATION","WIDOWED",600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",164,94
"FEMALE",27,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",12,"YES","YES","NO","NONE",170,80
"MALE",72,"SECONDARY","MARRIED",1700,"PLEASED","MOST PEOPLE CAN BE TRUSTED",0,"YES","NO","NO","NONE",173,95
"FEMALE",37,"POST-SECONDARY OR HIGHER","MARRIED",1846,"PLEASED","ONE CAN`T BE TOO CAREFUL",21,"YES","NO","NO","PASSIVE",165,60
"MALE",30,"POST-SECONDARY OR HIGHER","SINGLE",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","ACTIVE",175,81
"MALE",51,"VOCATIONAL/GRAMMAR","MARRIED",400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",168,70
"MALE",30,"POST-SECONDARY OR HIGHER","SINGLE",1000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","ACTIVE",170,70
"FEMALE",20,"VOCATIONAL/GRAMMAR","SINGLE",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","YES","NO","NONE",166,62
"FEMALE",63,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",160,70
"MALE",32,"VOCATIONAL/GRAMMAR","SINGLE",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","YES","NONE",170,60
"FEMALE",25,"POST-SECONDARY OR HIGHER","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",7,"NO","NO","NO","ACTIVE",161,52
"MALE",31,"VOCATIONAL/GRAMMAR","MARRIED",2100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","ACTIVE",180,108
"FEMALE",76,"POST-SECONDARY OR HIGHER","WIDOWED",8000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","NO","NONE",164,60
"FEMALE",49,"SECONDARY","MARRIED",520,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",158,60
"MALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",194,84
"FEMALE",44,"VOCATIONAL/GRAMMAR","MARRIED",2100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",167,74
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",187,72
"MALE",37,"POST-SECONDARY OR HIGHER","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",181,85
"FEMALE",38,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",165,63
"FEMALE",52,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"YES","NO","NO","NONE",165,80
"MALE",51,"VOCATIONAL/GRAMMAR","MARRIED",2500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",176,96
"FEMALE",51,"SECONDARY","MARRIED",650,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",164,90
"MALE",61,"POST-SECONDARY OR HIGHER","MARRIED",3500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",178,89
"FEMALE",38,"VOCATIONAL/GRAMMAR","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",168,60
"FEMALE",61,"POST-SECONDARY OR HIGHER","DIVORCED",1700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",161,75
"FEMALE",25,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",160,100
"FEMALE",30,"VOCATIONAL/GRAMMAR","SINGLE",900,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,70
"FEMALE",41,"POST-SECONDARY OR HIGHER","MARRIED",3500,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","PASSIVE",165,66
"MALE",47,"PRIMARY/NO EDUCATION","MARRIED",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","PASSIVE",174,90
"MALE",76,"POST-SECONDARY OR HIGHER","MARRIED",1900,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",170,82
"FEMALE",19,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",170,60
"MALE",27,"VOCATIONAL/GRAMMAR","SINGLE",1500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","ACTIVE",182,80
"FEMALE",74,"SECONDARY","MARRIED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",162,58
"MALE",52,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",180,85
"MALE",38,"POST-SECONDARY OR HIGHER","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","YES","NO","PASSIVE",189,100
"FEMALE",84,"POST-SECONDARY OR HIGHER","SINGLE",8000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","NO","NONE",151,50
"MALE",70,"VOCATIONAL/GRAMMAR","MARRIED",1500,"MIXED","MOST PEOPLE CAN BE TRUSTED",1,"YES","NO","NO","NONE",175,85
"MALE",29,"VOCATIONAL/GRAMMAR","SINGLE",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","YES","NONE",176,80
"FEMALE",49,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",15,"NO","NO","NO","NONE",160,79
"MALE",28,"POST-SECONDARY OR HIGHER","SINGLE",1600,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","ACTIVE",183,90
"MALE",29,"VOCATIONAL/GRAMMAR","SINGLE",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","NO","NONE",180,75
"MALE",57,"POST-SECONDARY OR HIGHER","MARRIED",1800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","YES","NO","NONE",180,89
"FEMALE",65,"POST-SECONDARY OR HIGHER","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",158,63
"FEMALE",63,"VOCATIONAL/GRAMMAR","MARRIED",1100,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",152,60
"FEMALE",45,"VOCATIONAL/GRAMMAR","DIVORCED",476,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",155,60
"MALE",25,"SECONDARY","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","ACTIVE",185,78
"MALE",62,"PRIMARY/NO EDUCATION","MARRIED",1700,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",176,90
"MALE",20,"SECONDARY","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",11,"NO","NO","YES","PASSIVE",184,87
"MALE",63,"POST-SECONDARY OR HIGHER","MARRIED",2400,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","NONE",168,74
"FEMALE",26,"VOCATIONAL/GRAMMAR","SINGLE",1500,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",163,53
"FEMALE",51,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",152,68
"FEMALE",75,"PRIMARY/NO EDUCATION","WIDOWED",826,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",162,65
"MALE",62,"PRIMARY/NO EDUCATION","MARRIED",350,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","YES","NONE",174,72
"MALE",55,"PRIMARY/NO EDUCATION","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",176,68
"MALE",30,"PRIMARY/NO EDUCATION","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",175,79
"FEMALE",75,"PRIMARY/NO EDUCATION","MARRIED",900,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,79
"MALE",44,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",172,85
"FEMALE",51,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",158,70
"FEMALE",73,"POST-SECONDARY OR HIGHER","DIVORCED",1400,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",165,80
"MALE",54,"VOCATIONAL/GRAMMAR","MARRIED",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",164,96
"MALE",26,"POST-SECONDARY OR HIGHER","SINGLE",2300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","YES","NO","ACTIVE",185,94
"FEMALE",34,"POST-SECONDARY OR HIGHER","MARRIED",1800,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",167,100
"FEMALE",55,"POST-SECONDARY OR HIGHER","DIVORCED",2800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","PASSIVE",171,70
"FEMALE",73,"POST-SECONDARY OR HIGHER","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",14,"NO","NO","NO","NONE",150,76
"FEMALE",25,"SECONDARY","SINGLE",1050,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","ACTIVE",162,49
"MALE",59,"VOCATIONAL/GRAMMAR","MARRIED",2400,"MIXED","MOST PEOPLE CAN BE TRUSTED",12,"NO","NO","NO","NONE",170,95
"FEMALE",71,"PRIMARY/NO EDUCATION","MARRIED",700,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,80
"MALE",34,"POST-SECONDARY OR HIGHER","MARRIED",2700,"PLEASED","MOST PEOPLE CAN BE TRUSTED",4,"NO","YES","NO","NONE",182,90
"FEMALE",23,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",160,54
"FEMALE",67,"PRIMARY/NO EDUCATION","MARRIED",900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,73
"FEMALE",21,"SECONDARY","SINGLE",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",174,54
"MALE",26,"POST-SECONDARY OR HIGHER","SINGLE",6400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",175,77
"MALE",58,"VOCATIONAL/GRAMMAR","MARRIED",840,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"YES","YES","NO","NONE",175,74
"MALE",51,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",176,100
"FEMALE",47,"POST-SECONDARY OR HIGHER","MARRIED",2900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",160,72
"FEMALE",36,"VOCATIONAL/GRAMMAR","MARRIED",1800,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",164,52
"FEMALE",25,"SECONDARY","SINGLE",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",164,75
"MALE",66,"PRIMARY/NO EDUCATION","MARRIED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",168,83
"FEMALE",49,"SECONDARY","DIVORCED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",163,78
"FEMALE",38,"VOCATIONAL/GRAMMAR","MARRIED",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",164,61
"FEMALE",49,"POST-SECONDARY OR HIGHER","MARRIED",2800,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",162,70
"FEMALE",52,"SECONDARY","MARRIED",2000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",186,99
"MALE",28,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","PASSIVE",176,81
"MALE",44,"PRIMARY/NO EDUCATION","MARRIED",680,"MIXED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","NONE",164,80
"FEMALE",64,"SECONDARY","MARRIED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",160,75
"FEMALE",59,"VOCATIONAL/GRAMMAR","MARRIED",800,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","NONE",154,74
"MALE",36,"VOCATIONAL/GRAMMAR","MARRIED",1800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",175,70
"FEMALE",22,"SECONDARY","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",164,60
"FEMALE",23,"SECONDARY","SINGLE",1900,"MIXED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",158,59
"MALE",34,"SECONDARY","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","PASSIVE",174,82
"MALE",37,"POST-SECONDARY OR HIGHER","DIVORCED",3500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","PASSIVE",170,75
"FEMALE",79,"PRIMARY/NO EDUCATION","WIDOWED",1050,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",1,"NO","NO","NO","NONE",158,60
"FEMALE",43,"POST-SECONDARY OR HIGHER","MARRIED",3700,"MIXED","IT`S DIFFICULT TO TELL",5,"YES","NO","NO","NONE",165,66
"FEMALE",32,"VOCATIONAL/GRAMMAR","MARRIED",960,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",168,58
"MALE",60,"SECONDARY","MARRIED",2500,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",175,84
"FEMALE",57,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",164,55
"FEMALE",56,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,80
"FEMALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","IT`S DIFFICULT TO TELL",7,"NO","NO","NO","PASSIVE",173,56
"MALE",35,"SECONDARY","MARRIED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",12,"YES","NO","NO","NONE",183,92
"FEMALE",61,"POST-SECONDARY OR HIGHER","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",164,60
"MALE",50,"VOCATIONAL/GRAMMAR","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",36,"YES","YES","NO","NONE",170,68
"FEMALE",78,"PRIMARY/NO EDUCATION","MARRIED",1120,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",163,47
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",165,58
"MALE",52,"VOCATIONAL/GRAMMAR","MARRIED",1800,"PLEASED","IT`S DIFFICULT TO TELL",3,"NO","YES","NO","NONE",165,84
"FEMALE",36,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","PASSIVE",167,80
