FEMALE,60,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,160,68,<=1K
FEMALE,21,SECONDARY,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,8,YES,NO,YES,PASSIVE,176,82,<=1K
FEMALE,36,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,163,71,>1K
FEMALE,36,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,164,75,<=1K
FEMALE,41,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,167,59,>1K
FEMALE,39,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,YES,NO,NONE,178,77,>1K
MALE,28,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,ACTIVE,190,90,>1K
FEMALE,28,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,ACTIVE,162,52,>1K
FEMALE,54,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,150,45,<=1K
MALE,63,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,ACTIVE,178,68,>1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,ACTIVE,165,76,<=1K
MALE,33,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,YES,NONE,182,110,>1K
FEMALE,59,SECONDARY,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,150,67,<=1K
MALE,48,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,183,102,<=1K
FEMALE,58,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,75,<=1K
FEMALE,52,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,160,54,>1K
MALE,40,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,186,95,>1K
MALE,73,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,180,88,>1K
FEMALE,47,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,158,50,>1K
FEMALE,62,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,165,80,<=1K
MALE,26,PRIMARY/NO EDUCATION,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,175,77,<=1K
FEMALE,46,PRIMARY/NO EDUCATION,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,164,70,>1K
FEMALE,54,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,100,<=1K
MALE,28,SECONDARY,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,178,84,>1K
FEMALE,52,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,13,YES,NO,NO,NONE,164,75,<=1K
FEMALE,52,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,166,80,<=1K
MALE,49,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,173,90,>1K
FEMALE,63,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,76,<=1K
MALE,25,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,176,74,<=1K
FEMALE,36,SECONDARY,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,3,YES,NO,NO,NONE,165,56,>1K
MALE,56,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,30,NO,NO,NO,NONE,182,76,>1K
FEMALE,55,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,160,68,<=1K
FEMALE,49,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,4,NO,NO,NO,NONE,170,85,<=1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,ACTIVE,182,72,<=1K
FEMALE,26,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,11,NO,NO,NO,NONE,168,85,>1K
FEMALE,64,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,157,77,<=1K
FEMALE,73,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,90,<=1K
MALE,41,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,12,NO,NO,NO,NONE,176,130,<=1K
MALE,60,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,ACTIVE,170,72,<=1K
MALE,24,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,176,68,>1K
FEMALE,71,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,26,NO,NO,NO,NONE,164,82,<=1K
MALE,60,SECONDARY,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,PASSIVE,175,78,>1K
MALE,32,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,176,70,>1K
MALE,65,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,174,85,>1K
MALE,56,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,168,68,<=1K
MALE,53,VOCATIONAL/GRAMMAR,SINGLE,UNHAPPY,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,170,72,<=1K
FEMALE,57,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,164,94,<=1K
FEMALE,27,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,12,YES,YES,NO,NONE,170,80,<=1K
MALE,72,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,0,YES,NO,NO,NONE,173,95,>1K
FEMALE,37,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,21,YES,NO,NO,PASSIVE,165,60,>1K
MALE,30,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,ACTIVE,175,81,>1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,168,70,<=1K
MALE,30,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,ACTIVE,170,70,<=1K
FEMALE,20,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,NO,NONE,166,62,>1K
FEMALE,63,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,160,70,<=1K
MALE,32,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,YES,NONE,170,60,>1K
FEMALE,25,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,7,NO,NO,NO,ACTIVE,161,52,<=1K
MALE,31,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,ACTIVE,180,108,>1K
FEMALE,76,POST-SECONDARY OR HIGHER,WIDOWED,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,NONE,164,60,>1K
FEMALE,49,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,158,60,<=1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,194,84,<=1K
FEMALE,44,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,167,74,>1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,187,72,<=1K
MALE,37,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,181,85,>1K
FEMALE,38,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,165,63,<=1K
FEMALE,52,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,2,YES,NO,NO,NONE,165,80,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,176,96,>1K
FEMALE,51,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,164,90,<=1K
MALE,61,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,178,89,>1K
FEMALE,38,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,168,60,>1K
FEMALE,61,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,161,75,>1K
FEMALE,25,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,160,100,<=1K
FEMALE,30,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,70,<=1K
FEMALE,41,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,PASSIVE,165,66,>1K
MALE,47,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,PASSIVE,174,90,>1K
MALE,76,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,170,82,>1K
FEMALE,19,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,170,60,<=1K
MALE,27,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,ACTIVE,182,80,>1K
FEMALE,74,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,58,>1K
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,180,85,>1K
MALE,38,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,NO,PASSIVE,189,100,>1K
FEMALE,84,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,NONE,151,50,>1K
MALE,70,VOCATIONAL/GRAMMAR,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,1,YES,NO,NO,NONE,175,85,>1K
MALE,29,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,YES,NONE,176,80,>1K
FEMALE,49,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,15,NO,NO,NO,NONE,160,79,<=1K
MALE,28,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,183,90,>1K
MALE,29,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,180,75,<=1K
MALE,57,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,YES,NO,NONE,180,89,>1K
FEMALE,65,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,158,63,>1K
FEMALE,63,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,152,60,>1K
FEMALE,45,VOCATIONAL/GRAMMAR,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,155,60,<=1K
MALE,25,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,ACTIVE,185,78,<=1K
MALE,62,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,176,90,>1K
MALE,20,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,YES,PASSIVE,184,87,<=1K
MALE,63,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,6,NO,NO,NO,NONE,168,74,>1K
FEMALE,26,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,163,53,>1K
FEMALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,152,68,<=1K
FEMALE,75,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,65,<=1K
MALE,62,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,YES,NONE,174,72,<=1K
MALE,55,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,176,68,<=1K
MALE,30,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,175,79,<=1K
FEMALE,75,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,79,<=1K
MALE,44,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,172,85,>1K
FEMALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,158,70,<=1K
FEMALE,73,POST-SECONDARY OR HIGHER,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,165,80,>1K
MALE,54,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,96,<=1K
MALE,26,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,YES,NO,ACTIVE,185,94,>1K
FEMALE,34,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,167,100,>1K
FEMALE,55,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,PASSIVE,171,70,>1K
FEMALE,73,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,14,NO,NO,NO,NONE,150,76,>1K
FEMALE,25,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,ACTIVE,162,49,>1K
MALE,59,VOCATIONAL/GRAMMAR,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,12,NO,NO,NO,NONE,170,95,>1K
FEMALE,71,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,80,<=1K
MALE,34,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,4,NO,YES,NO,NONE,182,90,>1K
FEMALE,23,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,160,54,<=1K
FEMALE,67,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,73,<=1K
FEMALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,174,54,>1K
MALE,26,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,175,77,>1K
MALE,58,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,YES,YES,NO,NONE,175,74,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,176,100,>1K
FEMALE,47,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,160,72,>1K
FEMALE,36,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,164,52,>1K
FEMALE,25,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,75,<=1K
MALE,66,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,168,83,>1K
FEMALE,49,SECONDARY,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,163,78,<=1K
FEMALE,38,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,164,61,>1K
FEMALE,49,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,162,70,>1K
FEMALE,52,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,186,99,>1K
MALE,28,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,PASSIVE,176,81,<=1K
MALE,44,PRIMARY/NO EDUCATION,MARRIED,MIXED,IT`S DIFFICULT TO TELL,1,NO,NO,NO,NONE,164,80,<=1K
FEMALE,64,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,160,75,>1K
FEMALE,59,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,1,NO,NO,NO,NONE,154,74,<=1K
MALE,36,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,175,70,>1K
FEMALE,22,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,60,<=1K
FEMALE,23,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,158,59,>1K
MALE,34,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,PASSIVE,174,82,<=1K
MALE,37,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,PASSIVE,170,75,>1K
FEMALE,79,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,1,NO,NO,NO,NONE,158,60,>1K
FEMALE,43,POST-SECONDARY OR HIGHER,MARRIED,MIXED,IT`S DIFFICULT TO TELL,5,YES,NO,NO,NONE,165,66,>1K
FEMALE,32,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,168,58,<=1K
MALE,60,SECONDARY,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,175,84,>1K
FEMALE,57,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,164,55,<=1K
FEMALE,56,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,80,<=1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,7,NO,NO,NO,PASSIVE,173,56,<=1K
MALE,35,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,12,YES,NO,NO,NONE,183,92,>1K
FEMALE,61,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,164,60,>1K
MALE,50,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,36,YES,YES,NO,NONE,170,68,>1K
FEMALE,78,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,163,47,>1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,165,58,<=1K
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,3,NO,YES,NO,NONE,165,84,>1K
FEMALE,36,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,PASSIVE,167,80,<=1K
FEMALE,55,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,158,70,<=1K
MALE,74,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,174,70,>1K
MALE,41,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,12,YES,YES,NO,NONE,170,94,<=1K
MALE,36,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,180,90,>1K
FEMALE,62,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,164,65,>1K
FEMALE,36,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,169,85,>1K
