FEMALE,36,SECONDARY,MARRIED,0,PLEASED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,NONE,174,51
MALE,52,POST-SECONDARY OR HIGHER,MARRIED,2398,MOSTLY DISSATISFIED,MOST PEOPLE CAN BE TRUSTED,0,YES,NO,YES,NONE,181,64
MALE,31,PRIMARY/NO EDUCATION,MARRIED,0,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,162,150
MALE,16,VOCATIONAL/GRAMMAR,MARRIED,2085,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,28,NO,NO,YES,NONE,163,79
MALE,72,VOCATIONAL/GRAMMAR,MARRIED,1105,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,PASSIVE,167,105
MALE,60,VOCATIONAL/GRAMMAR,MARRIED,119,UNHAPPY,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,165,96
FEMALE,76,POST-SECONDARY OR HIGHER,MARRIED,180,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,155,64
FEMALE,17,POST-SECONDARY OR HIGHER,SINGLE,205,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,11,NO,NO,NO,ACTIVE,168,82
MALE,19,VOCATIONAL/GRAMMAR,MARRIED,126,DELIGHTED,ONE CAN`T BE TOO CAREFUL,14,NO,NO,NO,PASSIVE,175,53
MALE,51,POST-SECONDARY OR HIGHER,WIDOWED,158,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,YES,ACTIVE,164,47
FEMALE,49,POST-SECONDARY OR HIGHER,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,9,YES,NO,NO,NONE,170,69
MALE,62,POST-SECONDARY OR HIGHER,MARRIED,689,MIXED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,YES,PASSIVE,174,47
MALE,29,VOCATIONAL/GRAMMAR,MARRIED,0,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,171,80
FEMALE,43,SECONDARY,SINGLE,25,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,YES,YES,PASSIVE,163,79
FEMALE,17,POST-SECONDARY OR HIGHER,SINGLE,0,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,163,49
FEMALE,16,PRIMARY/NO EDUCATION,MARRIED,0,MIXED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,159,63
FEMALE,40,POST-SECONDARY OR HIGHER,MARRIED,3508,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,NO,ACTIVE,165,59
MALE,45,POST-SECONDARY OR HIGHER,WIDOWED,794,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,YES,ACTIVE,163,85
FEMALE,58,VOCATIONAL/GRAMMAR,MARRIED,266,PLEASED,IT`S DIFFICULT TO TELL,0,NO,NO,NO,NONE,195,57
FEMALE,17,POST-SECONDARY OR HIGHER,SINGLE,1615,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,YES,YES,ACTIVE,161,62
FEMALE,16,POST-SECONDARY OR HIGHER,MARRIED,4175,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,165,67
MALE,16,POST-SECONDARY OR HIGHER,SINGLE,0,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,YES,ACTIVE,192,66
FEMALE,54,VOCATIONAL/GRAMMAR,MARRIED,0,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,161,69
FEMALE,65,VOCATIONAL/GRAMMAR,MARRIED,158,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,9,NO,YES,NO,NONE,186,57
MALE,46,SECONDARY,MARRIED,0,MIXED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,ACTIVE,172,69
MALE,20,SECONDARY,SINGLE,0,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,163,47
FEMALE,58,POST-SECONDARY OR HIGHER,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,11,NO,NO,NO,PASSIVE,161,46
FEMALE,16,VOCATIONAL/GRAMMAR,SINGLE,46,PLEASED,ONE CAN`T BE TOO CAREFUL,9,NO,NO,NO,NONE,167,60
MALE,25,VOCATIONAL/GRAMMAR,SINGLE,1067,MIXED,MOST PEOPLE CAN BE TRUSTED,4,NO,YES,NO,NONE,171,68
MALE,18,VOCATIONAL/GRAMMAR,WIDOWED,0,DELIGHTED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,156,83
MALE,23,SECONDARY,MARRIED,41,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,ACTIVE,169,61
MALE,21,SECONDARY,SINGLE,0,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,YES,ACTIVE,168,45
MALE,61,SECONDARY,SINGLE,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,NONE,183,68
MALE,46,SECONDARY,MARRIED,4467,MIXED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,ACTIVE,151,68
FEMALE,26,VOCATIONAL/GRAMMAR,MARRIED,1362,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,22,NO,NO,NO,PASSIVE,171,43
FEMALE,20,VOCATIONAL/GRAMMAR,SINGLE,0,MIXED,MOST PEOPLE CAN BE TRUSTED,4,NO,NO,NO,NONE,185,109
FEMALE,36,VOCATIONAL/GRAMMAR,SINGLE,0,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,YES,NONE,163,46
FEMALE,60,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,166,86
MALE,25,VOCATIONAL/GRAMMAR,SINGLE,77,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,3,NO,YES,NO,NONE,178,79
FEMALE,37,POST-SECONDARY OR HIGHER,WIDOWED,1585,MIXED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,ACTIVE,175,150
FEMALE,40,VOCATIONAL/GRAMMAR,WIDOWED,2724,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,YES,NO,NO,NONE,166,69
FEMALE,19,SECONDARY,SINGLE,1267,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,27,NO,NO,YES,ACTIVE,168,68
MALE,18,SECONDARY,MARRIED,318,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,YES,NO,PASSIVE,162,116
MALE,48,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,YES,ACTIVE,166,80
MALE,58,SECONDARY,SINGLE,2427,PLEASED,ONE CAN`T BE TOO CAREFUL,25,NO,NO,NO,PASSIVE,178,73
FEMALE,50,PRIMARY/NO EDUCATION,MARRIED,0,PLEASED,IT`S DIFFICULT TO TELL,8,NO,NO,NO,NONE,166,57
FEMALE,42,VOCATIONAL/GRAMMAR,MARRIED,1048,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,NO,PASSIVE,169,60
FEMALE,57,PRIMARY/NO EDUCATION,WIDOWED,1242,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,159,67
MALE,16,VOCATIONAL/GRAMMAR,MARRIED,1308,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,145,99
MALE,29,SECONDARY,MARRIED,83,PLEASED,IT`S DIFFICULT TO TELL,6,NO,NO,NO,ACTIVE,178,68
FEMALE,21,VOCATIONAL/GRAMMAR,MARRIED,984,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,165,67
MALE,16,POST-SECONDARY OR HIGHER,DIVORCED,923,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,19,NO,NO,YES,NONE,174,66
MALE,18,PRIMARY/NO EDUCATION,SINGLE,0,PLEASED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,NO,ACTIVE,181,72
FEMALE,41,PRIMARY/NO EDUCATION,MARRIED,0,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,8,NO,NO,NO,NONE,161,51
MALE,17,VOCATIONAL/GRAMMAR,MARRIED,1237,PLEASED,IT`S DIFFICULT TO TELL,6,YES,YES,YES,ACTIVE,185,114
FEMALE,30,VOCATIONAL/GRAMMAR,SINGLE,830,MIXED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,182,62
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,170,48
MALE,28,POST-SECONDARY OR HIGHER,DIVORCED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,164,99
FEMALE,20,VOCATIONAL/GRAMMAR,MARRIED,2477,DELIGHTED,ONE CAN`T BE TOO CAREFUL,14,NO,NO,NO,NONE,172,72
MALE,60,VOCATIONAL/GRAMMAR,MARRIED,1608,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,YES,NO,NONE,186,101
MALE,41,VOCATIONAL/GRAMMAR,SINGLE,1256,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,189,73
FEMALE,17,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,8,NO,NO,NO,ACTIVE,180,50
FEMALE,82,VOCATIONAL/GRAMMAR,WIDOWED,1079,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,168,71
FEMALE,66,POST-SECONDARY OR HIGHER,MARRIED,109,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,PASSIVE,174,68
FEMALE,38,VOCATIONAL/GRAMMAR,MARRIED,75,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,YES,NONE,166,77
FEMALE,58,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,70
MALE,22,SECONDARY,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,YES,NO,ACTIVE,174,71
MALE,24,PRIMARY/NO EDUCATION,MARRIED,1514,DELIGHTED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,ACTIVE,169,115
MALE,28,VOCATIONAL/GRAMMAR,MARRIED,113,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,177,81
FEMALE,40,POST-SECONDARY OR HIGHER,DIVORCED,6,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,161,71
MALE,69,POST-SECONDARY OR HIGHER,MARRIED,1820,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,169,61
MALE,65,PRIMARY/NO EDUCATION,MARRIED,1299,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,184,62
FEMALE,24,PRIMARY/NO EDUCATION,SINGLE,1396,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,YES,ACTIVE,176,59
MALE,26,VOCATIONAL/GRAMMAR,SINGLE,1109,MIXED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,NONE,162,75
FEMALE,85,POST-SECONDARY OR HIGHER,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,165,85
MALE,50,SECONDARY,MARRIED,1605,MIXED,ONE CAN`T BE TOO CAREFUL,2,YES,YES,NO,ACTIVE,192,94
FEMALE,32,PRIMARY/NO EDUCATION,SINGLE,1273,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,11,YES,NO,NO,PASSIVE,169,51
FEMALE,96,PRIMARY/NO EDUCATION,MARRIED,656,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,161,67
MALE,21,VOCATIONAL/GRAMMAR,SINGLE,1672,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,YES,YES,PASSIVE,177,65
FEMALE,21,VOCATIONAL/GRAMMAR,MARRIED,2074,PLEASED,ONE CAN`T BE TOO CAREFUL,27,NO,NO,NO,NONE,166,72
MALE,16,VOCATIONAL/GRAMMAR,SINGLE,3096,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,NO,YES,YES,ACTIVE,174,61
MALE,53,POST-SECONDARY OR HIGHER,MARRIED,4529,PLEASED,IT`S DIFFICULT TO TELL,9,NO,NO,YES,NONE,171,66
MALE,16,VOCATIONAL/GRAMMAR,SINGLE,323,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,PASSIVE,160,71
FEMALE,67,SECONDARY,MARRIED,2092,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,163,70
FEMALE,16,VOCATIONAL/GRAMMAR,SINGLE,4272,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,9,NO,NO,NO,ACTIVE,166,50
FEMALE,25,VOCATIONAL/GRAMMAR,MARRIED,134,MOSTLY DISSATISFIED,MOST PEOPLE CAN BE TRUSTED,26,NO,NO,NO,NONE,166,70
MALE,16,SECONDARY,SINGLE,0,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,170,78
MALE,23,VOCATIONAL/GRAMMAR,SINGLE,0,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,1,NO,NO,YES,ACTIVE,171,82
MALE,41,VOCATIONAL/GRAMMAR,MARRIED,131,MIXED,ONE CAN`T BE TOO CAREFUL,11,YES,NO,NO,PASSIVE,158,84
FEMALE,16,POST-SECONDARY OR HIGHER,MARRIED,0,PLEASED,IT`S DIFFICULT TO TELL,4,NO,NO,NO,PASSIVE,144,56
FEMALE,48,VOCATIONAL/GRAMMAR,MARRIED,79,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,168,82
FEMALE,16,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,11,NO,NO,YES,ACTIVE,169,70
FEMALE,45,VOCATIONAL/GRAMMAR,SINGLE,0,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,11,NO,NO,NO,PASSIVE,165,51
MALE,20,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,13,YES,NO,NO,NONE,165,95
FEMALE,16,SECONDARY,SINGLE,81,PLEASED,IT`S DIFFICULT TO TELL,10,NO,NO,NO,ACTIVE,168,37
MALE,47,VOCATIONAL/GRAMMAR,WIDOWED,5728,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,173,77
FEMALE,16,POST-SECONDARY OR HIGHER,SINGLE,247,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,7,NO,NO,YES,ACTIVE,171,65
FEMALE,72,POST-SECONDARY OR HIGHER,MARRIED,588,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,147,91
FEMALE,57,POST-SECONDARY OR HIGHER,MARRIED,345,DELIGHTED,ONE CAN`T BE TOO CAREFUL,11,NO,NO,NO,PASSIVE,163,65
FEMALE,21,VOCATIONAL/GRAMMAR,MARRIED,1546,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,163,77
FEMALE,23,POST-SECONDARY OR HIGHER,MARRIED,2565,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,YES,NO,YES,NONE,169,63
MALE,24,VOCATIONAL/GRAMMAR,SINGLE,0,MIXED,IT`S DIFFICULT TO TELL,9,YES,YES,YES,NONE,164,37
FEMALE,17,POST-SECONDARY OR HIGHER,MARRIED,2772,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,169,71
FEMALE,33,SECONDARY,MARRIED,820,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,174,92
FEMALE,71,VOCATIONAL/GRAMMAR,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,166,46
FEMALE,86,SECONDARY,WIDOWED,3804,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,YES,NO,NO,NONE,170,64
MALE,73,POST-SECONDARY OR HIGHER,SINGLE,0,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,YES,ACTIVE,149,68
MALE,39,VOCATIONAL/GRAMMAR,MARRIED,152,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,NO,PASSIVE,172,107
FEMALE,52,VOCATIONAL/GRAMMAR,MARRIED,389,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,145,68
FEMALE,41,POST-SECONDARY OR HIGHER,MARRIED,2895,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,PASSIVE,167,65
FEMALE,81,SECONDARY,SINGLE,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,166,43
MALE,57,VOCATIONAL/GRAMMAR,MARRIED,1177,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,164,100
FEMALE,64,SECONDARY,SINGLE,0,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,YES,ACTIVE,163,65
FEMALE,29,SECONDARY,MARRIED,0,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,163,64
MALE,55,PRIMARY/NO EDUCATION,MARRIED,1142,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,164,75
MALE,23,POST-SECONDARY OR HIGHER,MARRIED,0,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,178,49
MALE,16,POST-SECONDARY OR HIGHER,WIDOWED,1515,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,30,NO,NO,YES,NONE,146,66
FEMALE,16,PRIMARY/NO EDUCATION,SINGLE,0,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,22,NO,NO,NO,NONE,165,65
FEMALE,46,SECONDARY,SINGLE,128,MIXED,IT`S DIFFICULT TO TELL,9,NO,NO,NO,ACTIVE,175,49
FEMALE,79,SECONDARY,MARRIED,58,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,173,87
MALE,35,VOCATIONAL/GRAMMAR,MARRIED,0,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,ACTIVE,161,59
